idx,mask_type,metric,region,method,value
27706,half,ssim,known,baseline,0.8346127271652222
27706,half,ssim,known,repaint,0.8361707329750061
27706,half,ssim,known,bar,0.8412076234817505
27706,brush,ssim,full,baseline,0.7640335559844971
27706,brush,ssim,full,repaint,0.7945349216461182
27706,brush,ssim,full,bar,0.7737330198287964
27706,brush,ssim,hole,baseline,0.605258584022522
27706,brush,ssim,hole,repaint,0.6828535795211792
27706,brush,ssim,hole,bar,0.6552436351776123
27706,brush,ssim,known,baseline,0.8245614171028137
27706,brush,ssim,known,repaint,0.8371098637580872
27706,brush,ssim,known,bar,0.8189032077789307
13550,center,ssim,full,baseline,0.8207970261573792
13550,center,ssim,full,repaint,0.833948016166687
13550,center,ssim,full,bar,0.8320925831794739
13550,center,ssim,hole,baseline,0.5699360370635986
13550,center,ssim,hole,repaint,0.6341108083724976
13550,center,ssim,hole,bar,0.6262261271476746
13550,center,ssim,known,baseline,0.8686913251876831
13550,center,ssim,known,repaint,0.8721007108688354
13550,center,ssim,known,bar,0.871396541595459
13550,half,ssim,full,baseline,0.47249120473861694
13550,half,ssim,full,repaint,0.6133180856704712
13550,half,ssim,full,bar,0.6155422925949097
13550,half,ssim,hole,baseline,0.09483066201210022
13550,half,ssim,hole,repaint,0.3777625262737274
13550,half,ssim,hole,bar,0.3781055808067322
13550,half,ssim,known,baseline,0.850151777267456
13550,half,ssim,known,repaint,0.8488736152648926
13550,half,ssim,known,bar,0.8529789447784424
13550,brush,ssim,full,baseline,0.806623637676239
13550,brush,ssim,full,repaint,0.8213902711868286
13550,brush,ssim,full,bar,0.8160433769226074
13550,brush,ssim,hole,baseline,0.6138481497764587
13550,brush,ssim,hole,repaint,0.675190806388855
13550,brush,ssim,hole,bar,0.6519962549209595
13550,brush,ssim,known,baseline,0.8551894426345825
13550,brush,ssim,known,repaint,0.858222246170044
13550,brush,ssim,known,bar,0.8573716282844543
24292,center,ssim,full,baseline,0.7872006893157959
24292,center,ssim,full,repaint,0.8087858557701111
24292,center,ssim,full,bar,0.8043116331100464
24292,center,ssim,hole,baseline,0.41441887617111206
24292,center,ssim,hole,repaint,0.5394006371498108
24292,center,ssim,hole,bar,0.5257238745689392
24292,center,ssim,known,baseline,0.8583719730377197
24292,center,ssim,known,repaint,0.8602167963981628
24292,center,ssim,known,bar,0.857499361038208
24292,half,ssim,full,baseline,0.5837172269821167
24292,half,ssim,full,repaint,0.7080056667327881
24292,half,ssim,full,bar,0.6854840517044067
24292,half,ssim,hole,baseline,0.3661085367202759
24292,half,ssim,hole,repaint,0.6240555047988892
24292,half,ssim,hole,bar,0.5728086233139038
24292,half,ssim,known,baseline,0.8013259172439575
24292,half,ssim,known,repaint,0.7919559478759766
24292,half,ssim,known,bar,0.798159658908844
24292,brush,ssim,full,baseline,0.7800253629684448
24292,brush,ssim,full,repaint,0.8013651371002197
24292,brush,ssim,full,bar,0.7943063378334045
24292,brush,ssim,hole,baseline,0.5865084528923035
24292,brush,ssim,hole,repaint,0.677118718624115
24292,brush,ssim,hole,bar,0.6461855173110962
24292,brush,ssim,known,baseline,0.8360633850097656
24292,brush,ssim,known,repaint,0.8373441100120544
24292,brush,ssim,known,bar,0.837198793888092
16879,center,ssim,full,baseline,0.7998909950256348
16879,center,ssim,full,repaint,0.8105126619338989
16879,center,ssim,full,bar,0.8132185935974121
16879,center,ssim,hole,baseline,0.4152357578277588
16879,center,ssim,hole,repaint,0.44930797815322876
16879,center,ssim,hole,bar,0.4527652859687805
16879,center,ssim,known,baseline,0.873329222202301
16879,center,ssim,known,repaint,0.8794736266136169
16879,center,ssim,known,bar,0.8820360898971558
16879,half,ssim,full,baseline,0.5081117153167725
16879,half,ssim,full,repaint,0.5969082117080688
16879,half,ssim,full,bar,0.6116737127304077
16879,half,ssim,hole,baseline,0.15672339498996735
16879,half,ssim,hole,repaint,0.33578959107398987
16879,half,ssim,hole,bar,0.3578872084617615
16879,half,ssim,known,baseline,0.8595001101493835
16879,half,ssim,known,repaint,0.8580267429351807
16879,half,ssim,known,bar,0.8654601573944092
16879,brush,ssim,full,baseline,0.7768346071243286
16879,brush,ssim,full,repaint,0.8183598518371582
16879,brush,ssim,full,bar,0.8102235198020935
16879,brush,ssim,hole,baseline,0.6007394790649414
16879,brush,ssim,hole,repaint,0.6889768838882446
16879,brush,ssim,hole,bar,0.6740274429321289
16879,brush,ssim,known,baseline,0.8447248339653015
16879,brush,ssim,known,repaint,0.868241012096405
16879,brush,ssim,known,bar,0.8627314567565918
6285,center,ssim,full,baseline,0.8305525779724121
6285,center,ssim,full,repaint,0.8614436388015747
6285,center,ssim,full,bar,0.8680435419082642
6285,center,ssim,hole,baseline,0.5063334107398987
6285,center,ssim,hole,repaint,0.7528305649757385
6285,center,ssim,hole,bar,0.7410191297531128
6285,center,ssim,known,baseline,0.8924523591995239
6285,center,ssim,known,repaint,0.8821799159049988
6285,center,ssim,known,bar,0.8922948837280273
6285,half,ssim,full,baseline,0.6849049925804138
6285,half,ssim,full,repaint,0.7813612222671509
6285,half,ssim,full,bar,0.7949055433273315
6285,half,ssim,hole,baseline,0.5457820892333984
6285,half,ssim,hole,repaint,0.7563791871070862
6285,half,ssim,hole,bar,0.7614541053771973
6285,half,ssim,known,baseline,0.8240278959274292
6285,half,ssim,known,repaint,0.8063431978225708
6285,half,ssim,known,bar,0.8283569812774658
6285,brush,ssim,full,baseline,0.8484007120132446
6285,brush,ssim,full,repaint,0.868340253829956
6285,brush,ssim,full,bar,0.8577059507369995
6285,brush,ssim,hole,baseline,0.7774018049240112
6285,brush,ssim,hole,repaint,0.8367552161216736
6285,brush,ssim,hole,bar,0.8098167777061462
6285,brush,ssim,known,baseline,0.8735199570655823
6285,brush,ssim,known,repaint,0.8795149326324463
6285,brush,ssim,known,bar,0.8746489882469177
6269,center,ssim,full,baseline,0.8589479327201843
6269,center,ssim,full,repaint,0.8762040138244629
6269,center,ssim,full,bar,0.878856360912323
6269,center,ssim,hole,baseline,0.42691653966903687
6269,center,ssim,hole,repaint,0.5207533836364746
6269,center,ssim,hole,bar,0.5542348027229309
6269,center,ssim,known,baseline,0.9414311051368713
6269,center,ssim,known,repaint,0.9440664649009705
6269,center,ssim,known,bar,0.9408328533172607
6269,half,ssim,full,baseline,0.7260755300521851
6269,half,ssim,full,repaint,0.7727823853492737
6269,half,ssim,full,bar,0.7367613315582275
6269,half,ssim,hole,baseline,0.516262412071228
6269,half,ssim,hole,repaint,0.5972867012023926
6269,half,ssim,hole,bar,0.5302790403366089
6269,half,ssim,known,baseline,0.9358885288238525
6269,half,ssim,known,repaint,0.9482781887054443
6269,half,ssim,known,bar,0.9432437419891357
6269,brush,ssim,full,baseline,0.8608372807502747
6269,brush,ssim,full,repaint,0.8652942180633545
6269,brush,ssim,full,bar,0.8597758412361145
6269,brush,ssim,hole,baseline,0.7334859371185303
6269,brush,ssim,hole,repaint,0.7321996688842773
6269,brush,ssim,hole,bar,0.7151394486427307
6269,brush,ssim,known,baseline,0.9080731868743896
6269,brush,ssim,known,repaint,0.9146603345870972
6269,brush,ssim,known,bar,0.9134228825569153
7586,center,ssim,full,baseline,0.8947410583496094
7586,center,ssim,full,repaint,0.9068765640258789
7586,center,ssim,full,bar,0.9098688364028931
7586,center,ssim,hole,baseline,0.6190550923347473
7586,center,ssim,hole,repaint,0.6800864338874817
7586,center,ssim,hole,bar,0.7046008706092834
7586,center,ssim,known,baseline,0.9473749399185181
7586,center,ssim,known,repaint,0.9501752257347107
7586,center,ssim,known,bar,0.9490583539009094
7586,half,ssim,full,baseline,0.7382859587669373
7586,half,ssim,full,repaint,0.7425118684768677
7586,half,ssim,full,bar,0.7663139700889587
7586,half,ssim,hole,baseline,0.5351625084877014
7586,half,ssim,hole,repaint,0.5493099093437195
7586,half,ssim,hole,bar,0.5905593037605286
7586,half,ssim,known,baseline,0.9414094686508179
7586,half,ssim,known,repaint,0.9357138872146606
7586,half,ssim,known,bar,0.9420686364173889
7586,brush,ssim,full,baseline,0.8791618347167969
7586,brush,ssim,full,repaint,0.8950220942497253
7586,brush,ssim,full,bar,0.8898361921310425
7586,brush,ssim,hole,baseline,0.6793486475944519
7586,brush,ssim,hole,repaint,0.7392215132713318
7586,brush,ssim,hole,bar,0.7264753580093384
7586,brush,ssim,known,baseline,0.9299722909927368
7586,brush,ssim,known,repaint,0.9346405267715454
7586,brush,ssim,known,bar,0.9313771724700928
19227,center,ssim,full,baseline,0.9071983098983765
19227,center,ssim,full,repaint,0.9210591912269592
19227,center,ssim,full,bar,0.9180728793144226
19227,center,ssim,hole,baseline,0.7328282594680786
19227,center,ssim,hole,repaint,0.8114314675331116
19227,center,ssim,hole,bar,0.7982086539268494
19227,center,ssim,known,baseline,0.9404889941215515
19227,center,ssim,known,repaint,0.9419891834259033
19227,center,ssim,known,bar,0.9409573078155518
19227,half,ssim,full,baseline,0.7421217560768127
19227,half,ssim,full,repaint,0.7681947350502014
19227,half,ssim,full,bar,0.7724283337593079
19227,half,ssim,hole,baseline,0.5336479544639587
19227,half,ssim,hole,repaint,0.6222794651985168
19227,half,ssim,hole,bar,0.5961494445800781
19227,half,ssim,known,baseline,0.9505955576896667
19227,half,ssim,known,repaint,0.9141100645065308
19227,half,ssim,known,bar,0.9487071633338928
19227,brush,ssim,full,baseline,0.8963316082954407
19227,brush,ssim,full,repaint,0.9115583300590515
19227,brush,ssim,full,bar,0.9073867797851562
19227,brush,ssim,hole,baseline,0.7804229855537415
19227,brush,ssim,hole,repaint,0.8388092517852783
19227,brush,ssim,hole,bar,0.8206956386566162
19227,brush,ssim,known,baseline,0.931196391582489
19227,brush,ssim,known,repaint,0.9334408640861511
19227,brush,ssim,known,bar,0.9334629774093628
13672,center,ssim,full,baseline,0.8636443614959717
13672,center,ssim,full,repaint,0.8651037216186523
13672,center,ssim,full,bar,0.8679212927818298
13672,center,ssim,hole,baseline,0.7294489145278931
13672,center,ssim,hole,repaint,0.7547604441642761
13672,center,ssim,hole,bar,0.7812102437019348
13672,center,ssim,known,baseline,0.8892648816108704
13672,center,ssim,known,repaint,0.8861703872680664
13672,center,ssim,known,bar,0.8844761848449707
13672,half,ssim,full,baseline,0.6179632544517517
13672,half,ssim,full,repaint,0.6724750399589539
13672,half,ssim,full,bar,0.7272765636444092
13672,half,ssim,hole,baseline,0.35292768478393555
13672,half,ssim,hole,repaint,0.5810723304748535
13672,half,ssim,hole,bar,0.5820095539093018
13672,half,ssim,known,baseline,0.8829987645149231
13672,half,ssim,known,repaint,0.763877809047699
13672,half,ssim,known,bar,0.8725435733795166
13672,brush,ssim,full,baseline,0.8278270959854126
13672,brush,ssim,full,repaint,0.8504269123077393
13672,brush,ssim,full,bar,0.8476142883300781
13672,brush,ssim,hole,baseline,0.690121591091156
13672,brush,ssim,hole,repaint,0.774078905582428
13672,brush,ssim,hole,bar,0.76447594165802
13672,brush,ssim,known,baseline,0.8727757334709167
13672,brush,ssim,known,repaint,0.8753478527069092
13672,brush,ssim,known,bar,0.8747515678405762
7346,center,ssim,full,baseline,0.8810992240905762
7346,center,ssim,full,repaint,0.8999764919281006
7346,center,ssim,full,bar,0.898250937461853
7346,center,ssim,hole,baseline,0.6167171597480774
7346,center,ssim,hole,repaint,0.7429031133651733
7346,center,ssim,hole,bar,0.7141838669776917
7346,center,ssim,known,baseline,0.9315749406814575
7346,center,ssim,known,repaint,0.9299649000167847
7346,center,ssim,known,bar,0.9333929419517517
7346,half,ssim,full,baseline,0.6475903391838074
7346,half,ssim,full,repaint,0.7489540576934814
7346,half,ssim,full,bar,0.7610408067703247
7346,half,ssim,hole,baseline,0.3702964186668396
7346,half,ssim,hole,repaint,0.5788390636444092
7346,half,ssim,hole,bar,0.5970544815063477
7346,half,ssim,known,baseline,0.9248842000961304
7346,half,ssim,known,repaint,0.9190691709518433
7346,half,ssim,known,bar,0.9250271320343018
7346,brush,ssim,full,baseline,0.8619853258132935
7346,brush,ssim,full,repaint,0.8872473239898682
7346,brush,ssim,full,bar,0.8810251951217651
7346,brush,ssim,hole,baseline,0.7249537706375122
7346,brush,ssim,hole,repaint,0.8005149960517883
7346,brush,ssim,hole,bar,0.7826785445213318
7346,brush,ssim,known,baseline,0.9188008308410645
7346,brush,ssim,known,repaint,0.9232079982757568
7346,brush,ssim,known,bar,0.9218013882637024
23589,center,ssim,full,baseline,0.8833373785018921
23589,center,ssim,full,repaint,0.8954344987869263
23589,center,ssim,full,bar,0.8949961066246033
23589,center,ssim,hole,baseline,0.670042872428894
23589,center,ssim,hole,repaint,0.7157402038574219
23589,center,ssim,hole,bar,0.7267357707023621
23589,center,ssim,known,baseline,0.9240593910217285
23589,center,ssim,known,repaint,0.9297416806221008
23589,center,ssim,known,bar,0.9271202683448792
23589,half,ssim,full,baseline,0.6175723671913147
23589,half,ssim,full,repaint,0.6602233648300171
23589,half,ssim,full,bar,0.6772899031639099
23589,half,ssim,hole,baseline,0.3101810812950134
23589,half,ssim,hole,repaint,0.399593710899353
23589,half,ssim,hole,bar,0.42453986406326294
23589,half,ssim,known,baseline,0.9249635934829712
23589,half,ssim,known,repaint,0.9208530187606812
23589,half,ssim,known,bar,0.9300398826599121
23589,brush,ssim,full,baseline,0.8706406950950623
23589,brush,ssim,full,repaint,0.8764994144439697
23589,brush,ssim,full,bar,0.8822894096374512
23589,brush,ssim,hole,baseline,0.8004319071769714
23589,brush,ssim,hole,repaint,0.8186609745025635
23589,brush,ssim,hole,bar,0.8223803639411926
23589,brush,ssim,known,baseline,0.897205650806427
23589,brush,ssim,known,repaint,0.8983837962150574
23589,brush,ssim,known,bar,0.9049571752548218
13118,center,ssim,full,baseline,0.797297477722168
13118,center,ssim,full,repaint,0.8270928859710693
13118,center,ssim,full,bar,0.823602557182312
13118,center,ssim,hole,baseline,0.5177322626113892
13118,center,ssim,hole,repaint,0.643585741519928
13118,center,ssim,hole,bar,0.6199566125869751
13118,center,ssim,known,baseline,0.8506719470024109
13118,center,ssim,known,repaint,0.862127959728241
13118,center,ssim,known,bar,0.862482488155365
13118,half,ssim,full,baseline,0.5496000051498413
13118,half,ssim,full,repaint,0.7118712663650513
13118,half,ssim,full,bar,0.6983237266540527
13118,half,ssim,hole,baseline,0.3077473044395447
13118,half,ssim,hole,repaint,0.6400531530380249
13118,half,ssim,hole,bar,0.6204522848129272
13118,half,ssim,known,baseline,0.7914526462554932
13118,half,ssim,known,repaint,0.7836893200874329
13118,half,ssim,known,bar,0.7761949896812439
13118,brush,ssim,full,baseline,0.8090831637382507
13118,brush,ssim,full,repaint,0.8253264427185059
13118,brush,ssim,full,bar,0.8183109760284424
13118,brush,ssim,hole,baseline,0.727888286113739
13118,brush,ssim,hole,repaint,0.7802513241767883
13118,brush,ssim,hole,bar,0.7541889548301697
13118,brush,ssim,known,baseline,0.8315985202789307
13118,brush,ssim,known,repaint,0.8378257155418396
13118,brush,ssim,known,bar,0.8360921144485474
19066,center,ssim,full,baseline,0.8583974838256836
19066,center,ssim,full,repaint,0.8671687841415405
19066,center,ssim,full,bar,0.8729609251022339
19066,center,ssim,hole,baseline,0.707136332988739
19066,center,ssim,hole,repaint,0.7584137320518494
19066,center,ssim,hole,bar,0.7887971997261047
19066,center,ssim,known,baseline,0.8872761726379395
19066,center,ssim,known,repaint,0.8879321813583374
19066,center,ssim,known,bar,0.889029324054718
19066,half,ssim,full,baseline,0.5986443758010864
19066,half,ssim,full,repaint,0.700313925743103
19066,half,ssim,full,bar,0.6890934705734253
19066,half,ssim,hole,baseline,0.31696122884750366
19066,half,ssim,hole,repaint,0.5301455855369568
19066,half,ssim,hole,bar,0.496345192193985
19066,half,ssim,known,baseline,0.8803274631500244
19066,half,ssim,known,repaint,0.8704822063446045
19066,half,ssim,known,bar,0.881841778755188
19066,brush,ssim,full,baseline,0.8377379775047302
19066,brush,ssim,full,repaint,0.855798602104187
19066,brush,ssim,full,bar,0.8518749475479126
19066,brush,ssim,hole,baseline,0.7493436932563782
19066,brush,ssim,hole,repaint,0.8075525760650635
19066,brush,ssim,hole,bar,0.7925311923027039
19066,brush,ssim,known,baseline,0.8715769648551941
19066,brush,ssim,known,repaint,0.874268114566803
19066,brush,ssim,known,bar,0.8745930194854736
12212,center,ssim,full,baseline,0.7913873791694641
12212,center,ssim,full,repaint,0.807149350643158
12212,center,ssim,full,bar,0.8087655305862427
12212,center,ssim,hole,baseline,0.53872150182724
12212,center,ssim,hole,repaint,0.5660310387611389
12212,center,ssim,hole,bar,0.5797638893127441
12212,center,ssim,known,baseline,0.8396262526512146
12212,center,ssim,known,repaint,0.8531835079193115
12212,center,ssim,known,bar,0.8524863719940186
12212,half,ssim,full,baseline,0.6050015687942505
12212,half,ssim,full,repaint,0.5832367539405823
12212,half,ssim,full,bar,0.632702112197876
12212,half,ssim,hole,baseline,0.34627997875213623
12212,half,ssim,hole,repaint,0.3895910978317261
12212,half,ssim,hole,bar,0.4066096544265747
12212,half,ssim,known,baseline,0.8637231588363647
12212,half,ssim,known,repaint,0.7768824100494385
12212,half,ssim,known,bar,0.858794629573822
12212,brush,ssim,full,baseline,0.7582642436027527
12212,brush,ssim,full,repaint,0.7773147821426392
12212,brush,ssim,full,bar,0.7718014717102051
12212,brush,ssim,hole,baseline,0.5177136063575745
12212,brush,ssim,hole,repaint,0.60572749376297
12212,brush,ssim,hole,bar,0.5807967185974121
12212,brush,ssim,known,baseline,0.826809287071228
12212,brush,ssim,known,repaint,0.8262086510658264
12212,brush,ssim,known,bar,0.8262283205986023
21735,center,ssim,full,baseline,0.8390837907791138
21735,center,ssim,full,repaint,0.8811448812484741
21735,center,ssim,full,bar,0.8656306266784668
21735,center,ssim,hole,baseline,0.6091529130935669
21735,center,ssim,hole,repaint,0.7062124609947205
21735,center,ssim,hole,bar,0.7191641926765442
21735,center,ssim,known,baseline,0.882982075214386
21735,center,ssim,known,repaint,0.9145429730415344
21735,center,ssim,known,bar,0.8935939073562622
21735,half,ssim,full,baseline,0.6198984384536743
21735,half,ssim,full,repaint,0.6846047639846802
21735,half,ssim,full,bar,0.6821459531784058
21735,half,ssim,hole,baseline,0.35845479369163513
21735,half,ssim,hole,repaint,0.4630469083786011
21735,half,ssim,hole,bar,0.4644591510295868
21735,half,ssim,known,baseline,0.8813421726226807
21735,half,ssim,known,repaint,0.9061625599861145
21735,half,ssim,known,bar,0.8998327851295471
21735,brush,ssim,full,baseline,0.8015815019607544
21735,brush,ssim,full,repaint,0.8275866508483887
21735,brush,ssim,full,bar,0.8155636191368103
21735,brush,ssim,hole,baseline,0.7226709723472595
21735,brush,ssim,hole,repaint,0.7391570806503296
21735,brush,ssim,hole,bar,0.7400348782539368
21735,brush,ssim,known,baseline,0.8421798348426819
21735,brush,ssim,known,repaint,0.8730824589729309
21735,brush,ssim,known,bar,0.8544221520423889
674,center,ssim,full,baseline,0.8417553901672363
674,center,ssim,full,repaint,0.8202252984046936
674,center,ssim,full,bar,0.849086582660675
674,center,ssim,hole,baseline,0.6902287602424622
674,center,ssim,hole,repaint,0.5701494812965393
674,center,ssim,hole,bar,0.7352246642112732
674,center,ssim,known,baseline,0.8706847429275513
674,center,ssim,known,repaint,0.8679696321487427
674,center,ssim,known,bar,0.8708249926567078
674,half,ssim,full,baseline,0.5936038494110107
674,half,ssim,full,repaint,0.6928248405456543
674,half,ssim,full,bar,0.7077077627182007
674,half,ssim,hole,baseline,0.31547459959983826
674,half,ssim,hole,repaint,0.524752140045166
674,half,ssim,hole,bar,0.5478392839431763
674,half,ssim,known,baseline,0.8717331886291504
674,half,ssim,known,repaint,0.8608977198600769
674,half,ssim,known,bar,0.8675763010978699
674,brush,ssim,full,baseline,0.8212364912033081
674,brush,ssim,full,repaint,0.8361478447914124
674,brush,ssim,full,bar,0.8274509906768799
674,brush,ssim,hole,baseline,0.7373558878898621
674,brush,ssim,hole,repaint,0.7900522351264954
674,brush,ssim,hole,bar,0.7674407958984375
674,brush,ssim,known,baseline,0.8503819704055786
674,brush,ssim,known,repaint,0.8521644473075867
674,brush,ssim,known,bar,0.8483024835586548
5204,center,ssim,full,baseline,0.8487119674682617
5204,center,ssim,full,repaint,0.865585446357727
5204,center,ssim,full,bar,0.8686062097549438
5204,center,ssim,hole,baseline,0.43839162588119507
5204,center,ssim,hole,repaint,0.6291818618774414
5204,center,ssim,hole,bar,0.5704245567321777
5204,center,ssim,known,baseline,0.9270501732826233
5204,center,ssim,known,repaint,0.9107195138931274
5204,center,ssim,known,bar,0.9255349040031433
5204,half,ssim,full,baseline,0.6389037370681763
5204,half,ssim,full,repaint,0.7515006065368652
5204,half,ssim,full,bar,0.7510706186294556
5204,half,ssim,hole,baseline,0.3702603578567505
5204,half,ssim,hole,repaint,0.6119439601898193
5204,half,ssim,hole,bar,0.6012122631072998
5204,half,ssim,known,baseline,0.9075472354888916
5204,half,ssim,known,repaint,0.8910573124885559
5204,half,ssim,known,bar,0.9009289741516113
5204,brush,ssim,full,baseline,0.8235039114952087
5204,brush,ssim,full,repaint,0.8478933572769165
5204,brush,ssim,full,bar,0.8496953248977661
5204,brush,ssim,hole,baseline,0.6455992460250854
5204,brush,ssim,hole,repaint,0.7359195351600647
5204,brush,ssim,hole,bar,0.7180078029632568
5204,brush,ssim,known,baseline,0.907688319683075
5204,brush,ssim,known,repaint,0.9008792042732239
5204,brush,ssim,known,bar,0.9120097756385803
10924,center,ssim,full,baseline,0.8118958473205566
10924,center,ssim,full,repaint,0.8194558620452881
10924,center,ssim,full,bar,0.8127107620239258
10924,center,ssim,hole,baseline,0.7202214002609253
10924,center,ssim,hole,repaint,0.7484790682792664
10924,center,ssim,hole,bar,0.7062230706214905
10924,center,ssim,known,baseline,0.8293983936309814
10924,center,ssim,known,repaint,0.8330066800117493
10924,center,ssim,known,bar,0.8330414295196533
10924,half,ssim,full,baseline,0.516395092010498
10924,half,ssim,full,repaint,0.617639422416687
10924,half,ssim,full,bar,0.6274547576904297
10924,half,ssim,hole,baseline,0.2221565842628479
10924,half,ssim,hole,repaint,0.42833054065704346
10924,half,ssim,hole,bar,0.439852237701416
10924,half,ssim,known,baseline,0.810633659362793
10924,half,ssim,known,repaint,0.8069483041763306
10924,half,ssim,known,bar,0.8150573372840881
10924,brush,ssim,full,baseline,0.7560150623321533
10924,brush,ssim,full,repaint,0.7808298468589783
10924,brush,ssim,full,bar,0.7754852771759033
10924,brush,ssim,hole,baseline,0.6140937209129333
10924,brush,ssim,hole,repaint,0.6756033897399902
10924,brush,ssim,hole,bar,0.6713274717330933
10924,brush,ssim,known,baseline,0.819705605506897
10924,brush,ssim,known,repaint,0.8280526399612427
10924,brush,ssim,known,bar,0.8222286701202393
16676,center,ssim,full,baseline,0.8379518985748291
16676,center,ssim,full,repaint,0.8557125329971313
16676,center,ssim,full,bar,0.8520785570144653
16676,center,ssim,hole,baseline,0.699680507183075
16676,center,ssim,hole,repaint,0.7769609093666077
16676,center,ssim,hole,bar,0.7491071820259094
16676,center,ssim,known,baseline,0.8643506169319153
16676,center,ssim,known,repaint,0.8707477450370789
16676,center,ssim,known,bar,0.8717377185821533
16676,half,ssim,full,baseline,0.6162080764770508
16676,half,ssim,full,repaint,0.6402438282966614
16676,half,ssim,full,bar,0.6783063411712646
16676,half,ssim,hole,baseline,0.3566664457321167
16676,half,ssim,hole,repaint,0.47483962774276733
16676,half,ssim,hole,bar,0.49201518297195435
16676,half,ssim,known,baseline,0.8757497072219849
16676,half,ssim,known,repaint,0.8056480288505554
16676,half,ssim,known,bar,0.864597499370575
16676,brush,ssim,full,baseline,0.8260281085968018
16676,brush,ssim,full,repaint,0.8515504598617554
16676,brush,ssim,full,bar,0.8374440670013428
16676,brush,ssim,hole,baseline,0.7379809617996216
16676,brush,ssim,hole,repaint,0.7998794317245483
16676,brush,ssim,hole,bar,0.7739793062210083
16676,brush,ssim,known,baseline,0.8465092182159424
16676,brush,ssim,known,repaint,0.8635699152946472
16676,brush,ssim,known,bar,0.8522069454193115
7808,center,ssim,full,baseline,0.7481927275657654
7808,center,ssim,full,repaint,0.7361328601837158
7808,center,ssim,full,bar,0.7529823780059814
7808,center,ssim,hole,baseline,0.5511311292648315
7808,center,ssim,hole,repaint,0.6136801838874817
7808,center,ssim,hole,bar,0.5858488082885742
7808,center,ssim,known,baseline,0.7858155965805054
7808,center,ssim,known,repaint,0.7595114707946777
7808,center,ssim,known,bar,0.7848913669586182
7808,half,ssim,full,baseline,0.4716789126396179
7808,half,ssim,full,repaint,0.6265794634819031
7808,half,ssim,full,bar,0.6385533809661865
7808,half,ssim,hole,baseline,0.12569941580295563
7808,half,ssim,hole,repaint,0.432857871055603
7808,half,ssim,hole,bar,0.44875532388687134
7808,half,ssim,known,baseline,0.8176584243774414
7808,half,ssim,known,repaint,0.8203011751174927
7808,half,ssim,known,bar,0.8283514976501465
7808,brush,ssim,full,baseline,0.7067736983299255
7808,brush,ssim,full,repaint,0.7339478731155396
7808,brush,ssim,full,bar,0.7231175899505615
7808,brush,ssim,hole,baseline,0.5421470999717712
7808,brush,ssim,hole,repaint,0.6295672655105591
7808,brush,ssim,hole,bar,0.6022000312805176
7808,brush,ssim,known,baseline,0.763836681842804
7808,brush,ssim,known,repaint,0.7701283693313599
7808,brush,ssim,known,bar,0.7650301456451416
18725,center,ssim,full,baseline,0.8771938681602478
18725,center,ssim,full,repaint,0.8842707872390747
18725,center,ssim,full,bar,0.8938337564468384
18725,center,ssim,hole,baseline,0.6228299736976624
18725,center,ssim,hole,repaint,0.6509420275688171
18725,center,ssim,hole,bar,0.7177039980888367
18725,center,ssim,known,baseline,0.9257569313049316
18725,center,ssim,known,repaint,0.9288177490234375
18725,center,ssim,known,bar,0.9274603724479675
18725,half,ssim,full,baseline,0.49296441674232483
18725,half,ssim,full,repaint,0.7016613483428955
18725,half,ssim,full,bar,0.6627870798110962
18725,half,ssim,hole,baseline,0.06182108819484711
18725,half,ssim,hole,repaint,0.48438817262649536
18725,half,ssim,hole,bar,0.4020211100578308
18725,half,ssim,known,baseline,0.9241077899932861
18725,half,ssim,known,repaint,0.9189345836639404
18725,half,ssim,known,bar,0.9235530495643616
18725,brush,ssim,full,baseline,0.844203770160675
18725,brush,ssim,full,repaint,0.8651281595230103
18725,brush,ssim,full,bar,0.8636792898178101
18725,brush,ssim,hole,baseline,0.7231840491294861
18725,brush,ssim,hole,repaint,0.7757969498634338
18725,brush,ssim,hole,bar,0.767809271812439
18725,brush,ssim,known,baseline,0.9129732847213745
18725,brush,ssim,known,repaint,0.915890634059906
18725,brush,ssim,known,bar,0.9181575179100037
4412,center,ssim,full,baseline,0.7329439520835876
4412,center,ssim,full,repaint,0.7556129097938538
4412,center,ssim,full,bar,0.7552258968353271
4412,center,ssim,hole,baseline,0.4555014669895172
4412,center,ssim,hole,repaint,0.5951150059700012
4412,center,ssim,hole,bar,0.593420684337616
4412,center,ssim,known,baseline,0.7859131097793579
4412,center,ssim,known,repaint,0.7862551212310791
4412,center,ssim,known,bar,0.786117672920227
4412,half,ssim,full,baseline,0.5157719850540161
4412,half,ssim,full,repaint,0.6064715385437012
4412,half,ssim,full,bar,0.621857225894928
4412,half,ssim,hole,baseline,0.27752959728240967
4412,half,ssim,hole,repaint,0.48695051670074463
4412,half,ssim,hole,bar,0.48856186866760254
4412,half,ssim,known,baseline,0.7540143132209778
4412,half,ssim,known,repaint,0.7259925603866577
4412,half,ssim,known,bar,0.7551526427268982
4412,brush,ssim,full,baseline,0.6752996444702148
4412,brush,ssim,full,repaint,0.7004333734512329
4412,brush,ssim,full,bar,0.6874551773071289
4412,brush,ssim,hole,baseline,0.48262161016464233
4412,brush,ssim,hole,repaint,0.5744293928146362
4412,brush,ssim,hole,bar,0.5482500195503235
4412,brush,ssim,known,baseline,0.7560428977012634
4412,brush,ssim,known,repaint,0.7532363533973694
